filename,calculated_capacity,average_temp
00001.csv,1.702002161530892,8.175927036302012
00005.csv,1.5446925452780316,8.20490495510683
00007.csv,1.5284597548206764,7.946066078824607
00009.csv,1.5077629246374524,7.9725826858164845
00011.csv,1.4913611215687705,7.983731347990305
00013.csv,1.4731076509638383,8.002998577674907
00017.csv,1.4701475747235988,8.131228374821582
00021.csv,1.459164942822919,8.160257611350671
00023.csv,1.439805062360772,8.101966373587356
00025.csv,1.4243621556634012,8.162921204758637
00027.csv,1.4091353774131716,8.18376216231289
00029.csv,1.397177380997445,8.170287571639784
00033.csv,1.434424411684846,8.177788210097715
00037.csv,1.430320052755136,8.098754385657838
00039.csv,1.411340624147701,8.182208619746678
00041.csv,1.3950994404209698,8.234814537987502
00043.csv,1.3743667442896599,8.25129746752682
00045.csv,1.3576001306372745,8.211669974334807
00049.csv,1.343661471313378,8.205100704217601
00051.csv,0.652509336159344,7.219543514142068
00053.csv,1.3680127156324937,8.324718757068446
00055.csv,1.3174869638009306,8.198458794310863
00057.csv,1.3066402966055901,8.241575032660934
00061.csv,1.2926965765125997,8.292782369078012
00063.csv,1.2910371148652544,8.32750777001062
00065.csv,1.2742062429331125,8.280800509847705
00067.csv,1.2627771268819505,8.147358769629687
00069.csv,1.2571173404839082,8.35670748776989
00073.csv,1.2470437216498247,8.286043457253648
00075.csv,1.246519853908094,8.300226025595508
00077.csv,1.2365495083922031,8.390173535560727
00079.csv,1.221251556680641,8.332003392142482
00081.csv,1.219529072104676,8.332319599322558
00085.csv,1.2909525255853072,8.41034818819911
00089.csv,1.298258196055164,8.415381082306563
00091.csv,1.2761985689330912,8.257274226667079
00093.csv,1.2629584052954954,8.393109649481412
00095.csv,1.246509923011764,8.288428714344626
00097.csv,1.2296337782054834,8.364832653688415
00101.csv,1.2240067639080114,8.36099278733222
00103.csv,1.2230980427904863,8.454634030326027
00105.csv,1.2049537959732697,8.288360550311072
00107.csv,1.1954960120827476,8.377814668462788
00109.csv,1.1895679976215086,8.397528087026846
00113.csv,1.1829046297970467,8.340680734082229
00115.csv,1.1737141840410306,8.249254416190533
00117.csv,1.1760154203582993,8.402272703171247
00119.csv,1.1703764427831014,8.408761726452239
00121.csv,1.1589174819725085,8.403046951427354
00125.csv,1.166418962056617,8.509792837306568
00127.csv,1.1514061154918125,8.419034572241506
00129.csv,1.1546078196314093,8.415753629591475
00131.csv,1.1364566000454028,8.385336143155842
00133.csv,0.9827505524402372,8.069421280014819
00137.csv,1.2295294733784428,8.349620914469737
00141.csv,1.2318498629236154,8.464150276272298
00143.csv,1.2214286786658548,8.558969915840404
00145.csv,1.2030131560796031,8.638826364521107
00147.csv,1.1977611395652306,8.901346694562562
00149.csv,1.1866013680734486,8.935959619853827
00153.csv,1.1934334928977264,8.947929540455547
00157.csv,1.2001919310149447,8.943604896481506
00159.csv,1.1898385735958434,8.939591193358336
00161.csv,1.1791855258267343,8.908258460506026
00163.csv,1.1695713910232592,8.934964133928164
00165.csv,0.5431327584482437,7.735438180516089
00169.csv,1.25671991059679,8.946092548476857
00173.csv,1.2343840850356478,8.922188092784786
00175.csv,1.221088529459133,8.903369962223291
00177.csv,1.2088130526266432,8.875612290098386
00179.csv,1.194096696453938,8.952097156799596
00181.csv,1.1840220443512453,8.952584419454451
00185.csv,1.2082205388527394,10.079886222528721
00189.csv,1.0693181772494516,9.90671728607039
00191.csv,1.0267152979650678,9.64600234754207
00193.csv,0.9964222660547006,9.696960710379203
00195.csv,0.9719982348671293,9.797385849482321
00197.csv,0.9522643796057092,9.754581000657822
00201.csv,0.9291082943266186,9.918206861619252
00205.csv,0.9468676031489364,10.140408044270854
00207.csv,0.9302438768170874,9.971909059021499
00209.csv,0.9133424639224118,10.022414088903007
00211.csv,0.9000291643591666,9.99778532815333
00213.csv,0.894831698046515,10.087625680223363
00217.csv,0.9125562510390978,9.956677415665853
00221.csv,0.9329779499946542,9.934239610882361
00223.csv,0.9129233496549023,9.902069191559505
00225.csv,0.8919140327401909,9.879039311029064
00227.csv,0.8777512376548754,9.882215843903905
00229.csv,0.8704015083517177,9.98293195914698
00233.csv,0.8575475325765696,9.987593153078256
00235.csv,0.6593133610933904,8.908725507941739
00237.csv,0.8629899306254465,9.921260171143668
00239.csv,0.8496384511604163,10.03268309708468
00241.csv,0.8413906895576033,9.970282490967382
00245.csv,0.8344136936533894,10.067164882587718
00247.csv,0.8319395900237067,9.940054579757101
00249.csv,0.8215877649577965,9.91467663479269
00251.csv,0.8164105799108178,9.741291895992955
00253.csv,0.8177924053476155,9.907316784490025
00257.csv,0.80664993674051,9.891871138138601
00259.csv,0.8131680047696532,9.870384688030036
00261.csv,0.8107805267844707,9.974292067183455
00263.csv,0.80522186028373,9.978677830910094
00265.csv,0.8031895315611707,9.925527954353804
00269.csv,0.8144984009426942,10.02361809452337
00273.csv,0.8452957289998787,9.991301460838365
00275.csv,0.8421785239847136,10.012051036108302
00277.csv,0.8203124807916572,9.936882502463716
00279.csv,0.8071005525594791,9.759080015888474
00281.csv,0.8124959479268662,10.004180324601998
00285.csv,0.7898321326905619,9.869048071656355
00287.csv,0.7999005534133387,9.958055725096093
00289.csv,0.7689036378877369,9.77307691285241
00291.csv,0.7826755181488291,9.82357634204872
00293.csv,0.7801361945214934,9.922744585592197
00297.csv,0.7809827402031244,10.057537143936958
00299.csv,0.7746645046880902,9.830578204880425
00301.csv,0.7760749489695972,9.968191540424304
00303.csv,0.7696464101386817,9.899876858498386
00305.csv,0.7633254741200638,9.848688350740536
00309.csv,0.7643487491637295,10.058520949522142
00311.csv,0.76541298610184,10.02029456772974
00313.csv,0.7673856081837346,9.963151371788879
00315.csv,0.7524604210704202,9.867948207468888
00317.csv,0.7535822106960877,9.907541273192267
00321.csv,0.7670279480884652,10.11121601631358
00325.csv,0.8051837645956889,10.162168746179043
00327.csv,0.7943943572741905,10.10918513386779
00329.csv,0.7790884161540169,10.11916083451848
00331.csv,0.7685906395346375,10.155994339059102
00333.csv,0.7693797662284668,10.28845546950922
00337.csv,0.7418428832268101,10.180452775852334
00341.csv,0.743646796041047,10.193564990367793
00343.csv,0.7617775483624987,10.13167100024717
00345.csv,0.7629130640676429,10.203031272098086
00347.csv,0.7477868530769746,10.081391996397402
00349.csv,0.5491755367822783,9.002014781825588
00353.csv,0.770995914657426,10.322535097398838
00357.csv,0.7814919688900211,10.158684405751329
00359.csv,0.7703721808687923,10.107134182001937
00361.csv,0.7540778413727064,10.046895225839284
00363.csv,0.7510643213363991,10.200152667982843
00365.csv,0.7443286860965269,10.14540407677572
00369.csv,1.656052790275109,7.830689491367812
00373.csv,1.5057534666327377,7.9444263132770025
00375.csv,1.496979030652408,7.67682967727234
00377.csv,1.476340842820991,7.698822954928149
00379.csv,1.4599103143264438,7.697806622183452
00381.csv,1.4489855402964218,7.690273619628964
00385.csv,1.449781566876149,7.842107069735444
00389.csv,1.4424385677393092,7.837719698403284
00391.csv,1.430776735256525,7.82523131080055
00393.csv,1.4152721376560669,7.848525085573622
00395.csv,1.4037688662635108,7.917759680097521
00397.csv,1.388284108087972,7.886022706517251
00401.csv,1.4176756285343042,7.83620712500662
00405.csv,1.4170789077895773,7.774454433596946
00407.csv,1.4022616471757596,7.821157176597467
00409.csv,1.3896211522018782,7.854591284834937
00411.csv,1.3729546010216473,7.85575397059599
00413.csv,1.3525156218347307,7.845424924844173
00417.csv,1.3420012453020942,7.838820193133705
00419.csv,0.6535422959413725,7.106446656872427
00421.csv,1.3703617185955284,7.943050497724085
00423.csv,1.3163775820595136,7.822548286835774
00425.csv,1.3092551936276453,7.874147800021945
00429.csv,1.2949850303699815,7.901046050498186
00431.csv,1.2974819099761554,7.963322930371592
00433.csv,1.2805692660211474,7.893105641973007
00435.csv,1.2732453629006824,7.777024914831558
00437.csv,1.2715008649161865,7.9817543603931
00441.csv,1.2573473346947541,7.881586642720181
00443.csv,1.2610954724409538,7.9700916505357275
00445.csv,1.2471006407779857,8.019786550905495
00447.csv,1.2319182995255316,7.9459576401037815
00449.csv,1.2379495204940334,7.996549217716587
00453.csv,1.3016330854408131,8.012306593698884
00457.csv,1.31297447025468,8.023849400992312
00459.csv,1.2867877088396826,7.844467837062231
00461.csv,1.2856284945241443,8.022183987785247
00463.csv,1.2652395297448134,7.863782065412605
00465.csv,1.2485062093532229,7.932822426686128
00469.csv,1.2466261475564129,7.938775182765914
00471.csv,1.2458906683555666,8.024528687494128
00473.csv,1.2279870488775728,7.8967461682994795
00475.csv,1.2223029752601933,7.913433440066416
00477.csv,1.216534453724348,7.976403057411723
00481.csv,1.2016740856963286,7.916522491514999
00483.csv,1.192649609432672,7.7993140118995266
00485.csv,1.203073242654209,8.010865693570855
00487.csv,1.1934425470632188,7.992549318131763
00489.csv,1.1867092533426935,7.988354803157723
00493.csv,1.189406311164092,8.070862852187702
00495.csv,1.1705153025616386,7.934891441531178
00497.csv,1.1819540849221544,7.960416470649925
00499.csv,1.1555234338556142,7.886704282069625
00501.csv,0.9847745748514645,7.647919663244167
00505.csv,1.2571869809850187,7.8731888217625645
00509.csv,1.2637158771533747,8.0131837856358
00511.csv,1.2451021969745877,8.030750314365545
00513.csv,1.2306471877883098,8.065832866285506
00515.csv,1.2297940167869865,8.261010990543067
00517.csv,1.2185918329953798,8.278532258823967
00521.csv,1.2253788342375962,8.273760475624396
00525.csv,1.236504235584874,8.313728670896298
00527.csv,1.2261653939701707,8.322818164705458
00529.csv,1.207349832104235,8.250285295497488
00531.csv,1.2060284881875414,8.284373640924448
00533.csv,0.5443824903497092,7.4137661069063245
00537.csv,1.297669866733372,8.2767514847252
00541.csv,1.2669095636617411,8.23356621772414
00543.csv,1.2533009920241187,8.196020203742012
00545.csv,1.2497692971900078,8.244292083196427
00547.csv,1.235281466303158,8.252469148025058
00549.csv,1.2209189701177112,8.231573425782372
00553.csv,1.79428201859802,9.046661909684973
00557.csv,1.5742018617434574,8.887344695335493
00559.csv,1.5575404355527689,8.639318009932373
00561.csv,1.5442656680317812,8.64976019019958
00563.csv,1.5318589968845724,8.694396238940437
00565.csv,1.5215253361560324,8.731497243293873
00569.csv,1.518385169711145,8.963003349674947
00573.csv,1.5231820670191185,8.973794542320158
00575.csv,1.507331709933592,8.875857342336666
00577.csv,1.4955087344420503,8.966769665365078
00579.csv,1.483606045381101,8.986058132426933
00581.csv,1.4757608050441398,8.989132818922712
00585.csv,1.4948600772924108,9.050208482238714
00589.csv,1.5057404473276885,8.887549195685475
00591.csv,1.4904812874201292,8.937390483243085
00593.csv,1.4699803399363227,8.945369977823784
00595.csv,1.461320991373062,9.009898007725617
00597.csv,1.448844871980699,9.037439216470416
00601.csv,1.4384603837014012,9.017412286742493
00603.csv,0.6603226549606971,7.576998087898116
00605.csv,1.4869347922910274,9.094532766339858
00607.csv,1.4205980531703506,9.05355614199359
00609.csv,1.4065595513875282,9.062621466991724
00613.csv,1.3995099369021662,9.123676426886993
